ACO,BMType,Count,RA_2000,Dec_2000,Redshift,Richness,D_class,Mag_10,GLON_2000,GLAT_2000
S 575,I,8,93.35,-33.666666666666664,,0,5,16.7,240.61688879917466,-22.033809664132487
S 576,I-II,-52,93.62499999999999,-44.56666666666667,,0,5,16.7,252.07759138827058,-24.94398890680872
S 577,I-II,27,93.82499999999999,-34.11666666666667,,0,5,17.1,241.2129275883543,-21.805308792612283
S 578,I-II,-17,93.875,-29.266666666666666,,0,4,16.1,236.33771946643728,-20.13081087488504
S 579,III,15,94.125,-39.8,,0,5,17.1,247.1536747172646,-23.310445916801722
S 580,I,-7,94.04999999999998,-51.85,,0,4,16.1,260.0249246310466,-26.281402295171866
S 581,II,18,94.44999999999999,-23.683333333333334,,0,4,16.0,231.05005313601518,-17.599168316815216
S 582,III:,99,95.02499999999999,-62.916666666666664,,2,6,17.4,272.37916814435283,-27.4656288106713
S 583,III,29,95.59999999999998,-26.366666666666667,,0,5,17.1,234.06984344822575,-17.654177278214117
S 584,I-II,1,95.75,-53.583333333333336,.0473,0,4,16.0,262.1412060356362,-25.615560432665777
S 585,I,1,95.59999999999998,-64.91666666666667,.0241,0,2,14.8,274.65043708851664,-27.429542328904205
S 586,II,0,95.09999999999998,-76.55,,0,5,17.1,287.78301899503094,-28.126957138382423
S 587,II,12,95.975,-56.983333333333334,,0,5,17.1,265.87865592019784,-26.134294042561397
S 588,I-II,7,96.37499999999999,-32.28333333333333,,0,5,16.9,240.1376912238328,-19.178772220528717
S 589,I-II,1,97.14999999999999,-32.483333333333334,,0,4,16.4,240.58001585429167,-18.637264755733923
S 590,I,48,97.64999999999999,-41.983333333333334,,0,5,17.2,250.26209080121646,-21.41264823656391
S 591,I-II,-24,98.57499999999999,-34.93333333333333,,0,4,16.1,243.4391576419215,-18.398024934115362
S 592,II-III:,63,99.725,-53.95,,1,6,17.3,263.116484600644,-23.40969023486192
S 593,I-II,0,100.02499999999998,-37.75,,0,3,15.0,246.64988686735617,-18.298035736802383
S 594,III,48,100.44999999999999,-63.95,,0,5,17.2,273.9196395592428,-25.21982498864655
S 595,I,1,101.35,-37.0,,0,4,15.9,246.31165733355476,-17.046120650902314
S 596,I-II,4,101.37499999999999,-37.333333333333336,,0,5,17.1,246.64389607690154,-17.149400339076912
S 597,I-II,5,102.34999999999998,-33.016666666666666,,0,4,15.8,242.80073100978834,-14.779129850073573
S 598,I-II,-32,102.19999999999999,-67.8,,0,5,17.0,278.24781386733287,-25.217298043128928
S 599,I-II,-18,103.82499999999999,-55.53333333333333,,0,4,15.7,265.45737919298904,-21.55851279236209
S 600,III,19,103.87499999999999,-60.15,,0,5,17.2,270.25754786167306,-22.807616621794622
S 601,I-II,16,105.27499999999999,-49.733333333333334,.0441,0,4,16.0,259.89131489596684,-18.886329304936677
S 602,II,3,107.37499999999999,-50.15,,0,4,16.3,260.8039035093764,-17.76850155531452
S 603,III,25,107.09999999999998,-73.5,,0,5,17.1,284.76032914414844,-24.740903697989552
S 604,II,8,109.42499999999998,-49.15,,0,5,16.6,260.3588902222658,-16.16220763012292
S 605,II-III,25,110.67499999999998,-84.96666666666667,,0,5,17.1,297.36632609938096,-26.33427334885624
S 606,I-II,9,119.42499999999998,-53.266666666666666,,0,5,16.5,267.0002561205116,-12.337793166201406
S 607,III,23,117.27499999999999,-85.08333333333333,,0,5,17.2,297.64156569985306,-25.805428735739696
S 608,II-III,22,121.04999999999998,-57.75,,0,5,16.8,271.47461512781575,-13.732056394001818
S 609,II-III,0,122.52499999999998,-79.63333333333334,,0,5,17.0,292.30461357985786,-23.243849072366437
S 610,I,-53,126.59999999999998,-27.35,,0,4,16.2,248.05619900877554,6.243964649134612
S 611,II,18,126.725,-20.05,,0,5,16.9,242.0459520387256,10.48212691676753
S 612,II,1,127.79999999999998,-18.266666666666666,,0,5,17.0,241.12437422026161,12.324760300541145
S 613,I-II,10,132.02499999999998,-23.1,,0,5,16.8,247.50691532312408,12.711803524758468
S 614,III,103,140.39999999999998,-17.483333333333334,,2,6,17.5,248.0751125460434,22.349030634114943
S 615,I-II,1,140.74999999999997,-22.316666666666666,,0,5,17.0,252.2065593353366,19.420691649290248
S 616,II:,113,143.375,-27.216666666666665,,2,6,17.5,257.6943243052522,17.79561849741056
S 617,II:,23,144.47499999999997,-20.333333333333332,,0,3,15.6,253.16994902140803,23.315234227872537
S 618,II,-41,144.87499999999997,-29.5,,0,5,17.2,260.3590740050812,17.093474278734977
S 619,III?,76,145.95,-30.733333333333334,,1,6,17.4,261.95075716485786,16.83283781594605
S 620,I,-6,147.24999999999997,-26.033333333333335,,0,5,17.1,259.4577288583543,21.056593654554213
S 621,III,14,149.79999999999998,-33.06666666666667,,0,6,17.4,266.13013210966807,17.226797787013524
S 622,I-II,-13,150.17499999999998,-38.18333333333333,,0,4,16.1,269.7089301853036,13.436516258662321
S 623,I,-32,150.27499999999998,-19.05,,0,5,17.1,256.4722793815929,28.070898087981302
S 624,II,-13,150.29999999999998,-38.28333333333333,,0,4,15.8,269.85186631615187,13.418861307454465
S 625,III,59,150.725,-22.083333333333332,,1,6,17.5,259.1176104469943,26.113005710657326
S 626,I-II,16,151.14999999999998,-32.266666666666666,,0,5,17.2,266.52717583747454,18.564233887976158
S 627,I-II,-9,151.34999999999997,-35.5,,0,6,17.3,268.76156352749143,16.128206797661708
S 628,I,-27,151.52499999999998,-39.733333333333334,,0,3,15.1,271.5353113603009,12.85242303305342
S 629,III,18,151.92499999999998,-32.483333333333334,,0,6,17.4,267.2109868148081,18.80032608516995
S 630,I-II,-5,152.37499999999997,-33.666666666666664,,0,5,17.2,268.2887279741567,18.095160280659197
S 631,I,-15,152.39999999999998,-39.93333333333333,,0,3,15.6,272.2107093622792,13.093881975023997
S 632,II-III,9,154.575,-34.25,,0,5,17.2,270.2000307138926,18.712415415543727
S 633,I-II,25,155.525,-36.833333333333336,,0,5,17.1,272.42180123108375,17.039037212118245
S 634,II-III,77,157.4,-28.8,,1,6,17.5,268.9508185430803,24.55578340663443
S 635,III?,76,157.47499999999997,-33.5,,1,6,17.5,271.8558691197686,20.694676650242275
S 636,I-II,1,157.52499999999998,-35.31666666666667,.0087,0,1,13.4,272.95155674933767,19.197597305668737
S 637,II-III,94,157.99999999999997,-29.383333333333333,,2,6,17.5,269.7876842232768,24.36891718750277
S 638,III,64,159.75,-34.083333333333336,,1,6,17.5,273.8996137332484,21.216367397935404
S 639,I-II,14,160.14999999999998,-46.18333333333333,.0204,0,2,14.7,280.5341775877074,10.920859145040138
S 640,II,-10,160.67499999999998,-30.8,,0,4,16.1,272.76662908934736,24.425603446275336
S 641,I-II,21,160.67499999999998,-33.45,,0,6,17.5,274.25598205137476,22.15590920415413
S 642,II,6,160.72499999999997,-47.61666666666667,,0,5,16.5,281.59041278127955,9.858103478164672
S 643,I-II,-13,161.1,-40.61666666666667,,0,4,16.2,278.3566176125838,16.11545155577321
S 644,III,55,161.29999999999998,-19.416666666666668,,1,6,17.6,266.2348645350203,34.30793607280329
S 645,III:,127,161.54999999999998,-18.45,,2,6,17.7,265.8073754967244,35.23910023009033
S 646,I-II,-5,161.54999999999998,-29.333333333333332,,0,5,16.7,272.6433436896317,26.0724367310626
S 647,I-II,25,162.0,-32.833333333333336,,0,6,17.3,274.95729777511633,23.247948859821914
S 648,I-II,9,162.27499999999998,-42.833333333333336,,0,5,16.8,280.2537463113421,14.587137907353972
S 649,I-II,-52,165.67499999999998,-25.766666666666666,,0,5,17.1,274.25354589274235,30.980436317560045
S 650,II,15,166.2,-48.28333333333333,,0,5,16.7,285.23075937269664,10.889295164252275
S 651,I-II,26,166.84999999999997,-23.016666666666666,,0,6,17.4,273.83257241693826,33.90979678808802
S 652,I,23,167.04999999999998,-33.583333333333336,,0,6,17.4,279.43456170716985,24.53479280774231
S 653,I-II,94,167.47499999999997,-27.616666666666667,,2,6,17.6,276.8963820909295,30.07150013070823
S 654,II,19,167.67499999999998,-46.06666666666667,,0,5,16.7,285.2694669977032,13.32176075353357
S 655,II,-16,167.7,-46.916666666666664,,0,3,15.4,285.62447815732236,12.545179095871182
S 656,I-II,123,167.82499999999996,-32.6,,2,6,17.5,279.62645794001463,25.700259954499845
S 657,II:,111,168.04999999999998,-28.883333333333333,,2,6,17.6,278.05385297234824,29.15042503876693
S 658,II,19,168.1,-24.216666666666665,,0,6,17.5,275.7158715643367,33.368177753031105
S 659,II-III,12,169.39999999999998,-23.183333333333334,,0,6,17.5,276.45969726618284,34.81913867270304
S 660,II,16,169.69999999999996,-39.333333333333336,,0,5,17.2,284.0294548468815,20.114040117909205
S 661,I-II,12,170.27499999999998,-40.85,,0,5,17.0,285.05392746752364,18.86461087157874
S 662,II,95,170.45,-30.066666666666666,,2,6,17.6,280.78772017009766,28.92190017031002
S 663,I,1,170.89999999999998,-42.0,,0,5,17.2,285.9464848882061,17.956358925858094
S 664,I-II,7,171.375,-45.083333333333336,,0,5,17.0,287.38968851259534,15.179239440165428
S 665,I,12,171.45,-35.38333333333333,.0318,0,4,16.0,283.8732635887737,24.299051084992502
S 666,II-III,29,171.99999999999997,-22.966666666666665,,0,6,17.4,279.02478666122965,36.00166029139817
S 667,II,-16,172.02499999999998,-37.81666666666667,,0,5,17.0,285.26860948737686,22.17995725241779
S 668,I-II,3,172.225,-24.15,,0,5,17.2,279.8212362360598,34.99053362376256
S 669,II-III,-3,173.02499999999998,-50.733333333333334,,0,4,15.9,290.3288620852543,10.186757149918787
S 670,II,20,174.34999999999997,-47.63333333333333,,0,5,16.8,290.22764256631746,13.403794864240043
S 671,I-II,26,174.74999999999997,-44.4,,0,5,17.2,289.5338447391976,16.579092136730512
S 672,III,57,174.99999999999997,-23.883333333333333,,1,6,17.6,282.60977686749317,36.15334875069349
S 673,I-II,12,175.075,-46.68333333333333,,0,4,16.1,290.43488278853386,14.455006474483515
S 674,III,18,175.49999999999997,-30.816666666666666,,0,6,17.5,285.7694679166303,29.730447530601737
S 675,I-II,29,176.1,-26.75,,0,5,17.1,284.8889792592834,33.76206732278072
S 676,II,-1,176.825,-32.8,,0,6,17.3,287.66259325288553,28.16289672684656
S 677,II,-15,177.5,-32.516666666666666,,0,4,16.4,288.19570598766313,28.59093117773295
S 678,II,15,177.64999999999998,-33.86666666666667,,0,5,16.6,288.73869822791625,27.322770182231842
S 679,I-II,26,177.77499999999998,-33.15,,0,6,17.3,288.6397328819507,28.041653773972754
S 680,I-II,23,178.2,-31.516666666666666,,0,5,16.9,288.5490494049766,29.712105622616235
S 681,I-II,14,179.02499999999998,-45.78333333333333,,0,5,17.1,292.94140951116975,16.012211365989614
S 682,I-II,84,179.12499999999997,-22.75,,2,6,17.6,286.7118807538084,38.38523529881928
S 683,I-II,10,179.14999999999998,-31.75,,0,5,16.5,289.5178498324222,29.689331581222895
S 684,II,19,179.325,-30.983333333333334,,0,6,17.4,289.47077819845015,30.469360830241857
S 685,II,26,180.75,-41.13333333333333,,0,6,17.4,293.19980192330524,20.821270291542188
S 686,III,30,181.42499999999998,-19.916666666666668,,0,6,17.6,288.48306807997534,41.668277890911504
S 687,II,-4,181.67499999999998,-28.266666666666666,,0,4,16.3,291.0995963683669,33.57509657990851
S 688,III,19,182.67499999999998,-22.3,,0,6,17.6,290.6736779594331,39.6001104947547
S 689,I-II,0,182.77499999999998,-46.666666666666664,,0,4,15.9,295.76371579898114,15.64288290009178
S 690,II,26,183.49999999999997,-25.8,,0,6,17.4,292.4632758855478,36.30955855563789
S 691,II,6,183.69999999999996,-31.066666666666666,,0,6,17.4,293.764137464694,31.152030891080834
S 692,I-II,11,184.64999999999998,-33.88333333333333,,0,6,17.6,295.1801882195142,28.493660933856948
S 693,I,8,186.04999999999995,-39.95,,0,5,17.0,297.2807597530756,22.622682856030742
S 694,III,22,186.39999999999998,-40.583333333333336,,0,6,17.4,297.6437780135098,22.02296300676921
S 695,II,-62,186.64999999999998,-42.016666666666666,,0,5,17.0,298.0064801041635,20.617417296714333
S 696,I-II,12,187.44999999999996,-19.9,,0,6,17.4,296.0063416325687,42.680589659744705
S 697,I,20,188.04999999999998,-34.25,,0,6,17.5,298.4109090395155,28.452813371344725
S 698,I,10,188.82499999999996,-23.416666666666668,,0,6,17.4,298.1457830783571,39.30506236105705
S 699,I-II,20,189.12499999999997,-43.4,,0,5,17.1,300.05625177769036,19.388324951408656
S 700,II,-1,189.17499999999998,-33.9,,0,5,17.2,299.43993093131934,28.871800306748764
S 701,I-II,28,189.2,-35.53333333333333,,0,6,17.3,299.5827319811697,27.2432054187413
S 702,I,-8,189.45,-42.666666666666664,,0,5,16.9,300.26233356786435,20.134378597265208
S 703,II,17,189.52499999999998,-34.75,,0,6,17.3,299.82799311270696,28.041349771343913
S 704,II?,63,189.54999999999998,-38.833333333333336,,1,6,17.5,300.1111347655321,23.9658989787098
S 705,III,-60,189.87499999999997,-43.68333333333333,,0,5,16.9,300.6478463996949,19.13546450474562
S 706,II-III,-4,190.27499999999998,-33.36666666666667,,0,6,17.6,300.45309581360357,29.455319155713045
S 707,II,-7,190.87499999999997,-42.93333333333333,,0,3,15.3,301.386708776686,19.914597055189628
S 708,I,-11,191.1,-33.416666666666664,,0,6,17.6,301.24570449115896,29.432037307669827
S 709,II,2,191.59999999999997,-42.6,,0,5,16.6,301.94370311415696,20.2620807085706
S 710,II,0,192.09999999999997,-21.8,,0,5,17.0,301.99661858370104,41.06623054650881
S 711,II-III,0,192.35,-19.816666666666666,,0,6,17.5,302.275988359862,43.052485415415305
S 712,I,-23,192.39999999999998,-44.06666666666667,,0,4,15.7,302.5831633953462,18.803836328054334
S 713,I,3,192.79999999999998,-22.533333333333335,,0,4,16.4,302.8598514581304,40.33838095780562
S 714,I,-7,192.87499999999997,-26.45,,0,1,13.8,302.94919609896186,36.421745502960064
S 715,I,16,193.27499999999998,-27.683333333333334,,0,5,17.0,303.38214932893425,35.18696128480567
S 716,II-III,16,193.57499999999996,-18.033333333333335,,0,6,17.4,303.8913472625956,44.83308250232628
S 717,I,-1,194.52499999999998,-28.216666666666665,,0,5,17.2,304.7155881245161,34.63200730686284
S 718,I,16,194.92499999999995,-33.666666666666664,,0,4,16.4,304.90072399087205,29.17349517143219
S 719,II,3,195.89999999999998,-19.516666666666666,,0,4,16.3,306.8685273110502,43.262100095911705
S 720,II,-7,196.02499999999998,-20.033333333333335,,0,5,17.1,306.9824820434915,42.738807336954885
S 721,II,26,196.52499999999998,-37.583333333333336,,0,4,16.3,306.14167937262783,25.19701906409697
S 722,I-II,-5,196.74999999999997,-20.25,,0,5,17.2,307.8827953175928,42.472100830917654
S 723,II,-12,197.32499999999996,-44.766666666666666,,0,5,16.8,306.2638220733815,17.989492845913432
S 724,II,7,198.325,-32.93333333333333,,0,6,17.4,308.21312545514536,29.71413107572565
S 725,II,21,198.54999999999998,-30.183333333333334,,0,6,17.4,308.760321224281,32.430685316632406
S 726,II,12,198.79999999999998,-33.63333333333333,.0590,0,5,17.1,308.5848485975747,28.977460647806247
S 727,I-II,3,200.12499999999997,-41.0,,0,5,17.1,308.82153325808514,21.539162765597773
S 728,II-III,27,200.22499999999997,-27.3,,0,5,16.9,310.93715499219996,35.113371912509685
S 729,I,19,200.37499999999997,-35.78333333333333,.0499,0,5,16.9,309.7524074300784,26.68997120001869
S 730,I-II,6,200.49999999999997,-26.966666666666665,,0,5,17.1,311.29193345374847,35.408478398046405
S 731,I-II,29,200.74999999999997,-34.86666666666667,,0,4,16.4,310.231130090896,27.557351688908813
S 732,II,1,201.17499999999998,-26.016666666666666,,0,6,17.4,312.2069660338838,36.255317641451086
S 733,II,-21,201.47499999999997,-37.233333333333334,,0,5,16.9,310.50213830910496,25.13132490762554
S 734,I-II,8,201.97499999999997,-41.11666666666667,.0503,0,5,16.7,310.2886358777341,21.23365244827423
S 735,II,21,202.12499999999997,-20.933333333333334,,0,4,15.7,314.4447807776079,41.108420489770445
S 736,I-II,25,202.75,-28.033333333333335,,0,6,17.4,313.4728582578312,34.027355181308565
S 737,I-II,-2,203.84999999999997,-40.06666666666667,,0,5,16.9,311.98756931042004,22.03080379968065
S 738,I-II,17,204.49999999999997,-45.3,,0,5,17.0,311.4575398083907,16.799563363126033
S 739,II,17,205.72499999999997,-34.96666666666667,,0,5,17.0,314.71997734149517,26.72434523107497
S 740,I-II,2,205.87499999999997,-38.18333333333333,.0336,0,3,15.6,314.0671970622475,23.560108927475316
S 741,II,10,205.99999999999997,-19.8,,0,4,16.4,319.49370319601553,41.375221289516155
S 742,I-II,11,206.14999999999998,-34.3,,0,4,15.8,315.27146944775154,27.294707644285833
S 743,I-II,-9,206.57499999999996,-39.88333333333333,.0315,0,4,16.3,314.23089679715326,21.781688319013757
S 744,I,-13,206.87499999999997,-32.13333333333333,,0,5,17.1,316.5273783585458,29.254065916878904
S 745,III,2,207.04999999999995,-36.46666666666667,,0,6,17.5,315.4975313381613,25.01621506283067
S 746,II,8,207.45,-34.96666666666667,,0,4,16.1,316.2556493617249,26.390575378126844
S 747,II,4,207.74999999999997,-36.11666666666667,,0,5,16.7,316.19677818957484,25.21615016309001
S 748,II,-8,208.14999999999998,-32.38333333333333,,0,6,17.3,317.64499024773977,28.734983123632762
S 749,II:,103,208.24999999999997,-34.35,,2,6,17.6,317.1443803640791,26.817015420159226
S 750,I-II,16,208.39999999999998,-38.333333333333336,,0,6,17.3,316.12364618860573,22.94086042218257
S 751,I-II,26,208.52499999999998,-25.716666666666665,,0,6,17.5,320.2178757036186,35.042913519797445
S 752,II,-3,208.72499999999997,-19.6,,0,5,16.5,322.82418383956804,40.80757137362731
S 753,I,18,210.89999999999998,-33.96666666666667,.0140,0,1,13.9,319.6186581398999,26.555994881260034
S 754,I-II,-9,211.575,-39.81666666666667,.0281,0,4,16.4,318.2204942160038,20.822224834851394
S 755,III,3,212.32499999999996,-25.45,,0,6,17.6,324.26020487167636,34.176488155567284
S 756,I-II,-3,212.37499999999997,-17.866666666666667,,0,4,16.2,327.9234762543761,41.186059441931974
S 757,I,10,213.075,-33.13333333333333,,0,4,15.9,321.84005488928085,26.752119292226205
S 758,II?,16,213.09999999999997,-34.31666666666667,,0,4,15.8,321.40955289013954,25.63341728492315
S 759,I-II,11,214.0,-22.6,,0,6,17.4,327.3129924864004,36.23622725741495
S 760,II-III,73,214.59999999999997,-37.166666666666664,,1,6,17.5,321.56914431236817,22.537815690295794
S 761,II,7,214.69999999999996,-27.416666666666668,,0,4,15.8,325.7342836598572,31.557823336662267
S 762,II:,44,215.42499999999998,-42.38333333333333,,0,6,17.5,320.2157774381388,17.438923000975706
S 763,I-II,0,215.72499999999997,-31.116666666666667,,0,6,17.3,325.0225537277779,27.801909219193657
S 764,II,7,216.52499999999998,-23.95,,0,6,17.4,329.2097776770911,34.046000036425085
S 765,II,-22,218.32499999999996,-33.766666666666666,,0,5,17.0,326.05898386391567,24.489830522139002
S 766,II-III,74,218.6,-32.46666666666667,,1,6,17.5,326.8981732621707,25.569134296135367
S 767,I,25,218.67499999999998,-32.68333333333333,,0,6,17.3,326.8585485512756,25.346291615025567
S 768,II:,172,219.02499999999998,-31.233333333333334,,3,6,17.5,327.8554253019666,26.524020049449355
S 769,II-III:,102,219.84999999999997,-28.95,,2,6,17.5,329.7274142917378,28.24461937799987
S 770,II,-8,220.42499999999998,-37.95,,0,4,16.3,325.7796610416274,19.981304233470496
S 771,I-II,14,220.475,-38.81666666666667,,0,5,17.2,325.41461059307403,19.18483779090702
S 772,I,-4,220.74999999999997,-42.28333333333333,,0,5,16.7,324.0306196058182,15.972163380616134
S 773,I-II,23,221.87499999999997,-19.2,,0,6,17.4,337.3211243531797,35.80548555682669
S 774,II-III,11,222.35,-40.35,,0,5,16.9,326.05213403852673,17.166914242183534
S 775,I,6,222.85,-37.983333333333334,,0,3,15.6,327.57036634963447,19.08254252593403
S 776,I-II,24,223.42499999999995,-37.55,,0,5,17.2,328.21175007810234,19.247917150828517
S 777,I-II,1,223.44999999999996,-31.116666666666667,,0,6,17.3,331.6260059305701,24.85025414734491
S 778,I-II,4,224.12499999999997,-37.6,.0237,0,2,14.8,328.6999281644563,18.935717781265023
S 779,III,-17,224.37499999999997,-32.5,,0,6,17.5,331.6085496162542,23.259276408044478
S 780,I,116,224.89999999999998,-18.15,,2,6,17.6,340.962861763359,35.08847492095692
S 781,III,82,224.97499999999997,-18.066666666666666,,2,6,17.6,341.09282735407294,35.115311748378005
S 782,II:,130,225.075,-30.333333333333332,,3,6,17.5,333.39009367526637,24.80979404828578
S 783,II-III,131,225.225,-18.233333333333334,,3,6,17.6,341.2112577475683,34.841821957124964
S 784,III,28,231.2,-20.916666666666668,,0,6,17.6,344.56873504502346,29.29192491636873
S 785,II,13,236.12499999999997,-85.43333333333334,,0,5,17.0,306.3501412926397,-23.76191619384432
S 786,II-III,29,236.89999999999998,-23.65,,0,6,17.4,347.0248193402072,23.773190410435994
S 787,I-II,11,241.14999999999998,-84.35,,0,5,16.6,307.5216423073934,-23.295284972559937
S 788,II,24,240.85,-83.18333333333334,,0,5,17.0,308.408151008707,-22.461575276292052
S 789,I-II,26,243.9,-82.95,,0,5,17.1,308.8643615041392,-22.572598435865626
S 790,I,-15,250.44999999999996,-19.35,,0,6,17.4,359.51961185019115,17.395997289497796
S 791,II-III,8,257.625,-85.9,,0,5,16.8,307.0348547610559,-25.320992320216714
S 792,I,12,256.34999999999997,-82.18333333333334,,0,5,17.0,310.5544981363858,-23.435752187938814
S 793,I-II,16,258.99999999999994,-81.2,,0,5,17.0,311.69418913036145,-23.299776196811646
S 794,II,-31,262.15,-66.68333333333334,,0,3,15.6,325.7233675679813,-17.107871082235313
S 795,II,-32,263.3,-76.36666666666666,,0,5,17.0,316.781403658945,-21.89493908465385
S 796,II,6,268.29999999999995,-75.45,,0,5,16.8,318.2088401025441,-22.653266776892906
S 797,II,-13,268.09999999999997,-65.48333333333333,,0,4,15.7,327.9975171072624,-18.710530644427763
S 798,II-III,25,270.97499999999997,-79.75,,0,5,17.1,313.9718804556417,-24.588138064729115
S 799,II?,80,275.54999999999995,-71.98333333333333,,2,5,17.2,322.4742175981848,-23.490901150911245
S 800,I,-20,277.04999999999995,-77.16666666666667,,0,4,16.2,317.05859768293584,-25.124340663259105
S 801,II,-30,276.87499999999994,-51.53333333333333,.0511,0,3,15.4,343.3524222175895,-17.415642179585312
S 802,II,8,276.97499999999997,-46.93333333333333,,0,5,16.7,347.81150985020344,-15.712907800139952
S 803,II-III?,55,278.325,-72.86666666666666,,1,6,17.3,321.76338844387766,-24.520564203058896
S 804,II-III,92,279.29999999999995,-67.75,,2,6,17.3,327.2977293092332,-23.647551386885965
S 805,I,8,281.79999999999995,-63.31666666666667,.0139,0,2,14.7,332.26511384551156,-23.58022156090057
S 806,II,-36,282.875,-54.85,,0,5,17.0,341.28402029320364,-21.899080374337867
S 807,III,2,286.575,-82.28333333333333,,0,6,17.3,311.60930754360857,-27.36120871155652
S 808,I-II,17,285.17499999999995,-49.083333333333336,,0,4,16.1,347.6687844802524,-21.599780195007735
S 809,II,29,288.15,-82.38333333333334,,0,5,17.1,311.4943716199416,-27.570363604747605
S 810,I-II,-5,288.17499999999995,-75.3,,0,5,16.6,319.484237432891,-27.514977987168006
S 811,II,-24,289.29999999999995,-52.416666666666664,.0688,0,5,16.7,344.89021445392956,-24.976144073533334
S 812,I,-17,290.325,-35.25,,0,5,17.1,3.049973966889295,-20.95298922589663
S 813,III,21,292.34999999999997,-58.983333333333334,,0,5,17.1,338.00030785765216,-27.800996961904186
S 814,I,3,292.22499999999997,-41.15,,0,5,17.0,357.44091372975885,-24.148781858401634
S 815,III:,66,292.59999999999997,-52.63333333333333,,1,6,17.3,345.0961030717537,-26.986891575904824
S 816,III,13,292.84999999999997,-63.583333333333336,,0,5,17.2,332.83523564948376,-28.493749638456386
S 817,III,74,292.84999999999997,-52.06666666666667,,1,6,17.3,345.7524580655771,-27.03681649610954
S 818,I,105,293.34999999999997,-71.41666666666667,,2,6,17.3,323.91304154391594,-28.937134605572474
S 819,II,24,293.15,-60.9,,0,6,17.3,335.8898143021661,-28.4079974187126
S 820,I,18,293.34999999999997,-39.666666666666664,,0,5,17.0,359.2635480727653,-24.569668326582242
S 821,III:,87,293.74999999999994,-50.86666666666667,,2,6,17.4,347.19221286669796,-27.37549845568812
S 822,II-III,23,294.3999999999999,-46.36666666666667,,0,5,17.1,352.2480558029225,-26.929298242754882
S 823,II-III,21,294.875,-53.166666666666664,.0518,0,3,15.5,344.7483505845393,-28.42655271163514
S 824,II,7,295.09999999999997,-45.63333333333333,,0,5,17.1,353.16721199213174,-27.2526966432937
S 825,III,19,297.025,-82.83333333333333,,0,6,17.3,310.8554078461503,-28.658853341791286
S 826,II-III,-9,296.075,-66.98333333333333,,0,5,17.2,328.9915914320438,-29.949584335014418
S 827,I-II,-10,296.62499999999994,-42.93333333333333,,0,6,17.3,356.4020214358828,-27.751650176012806
S 828,II,19,296.84999999999997,-51.95,,0,5,16.7,346.311152091609,-29.451825339256164
S 829,I-II,23,296.79999999999995,-43.25,,0,5,17.1,356.08265082664485,-27.94366105549788
S 830,III,128,297.17499999999995,-33.916666666666664,,2,6,17.3,6.310070329165918,-25.91577570875558
S 831,I,21,297.9,-32.18333333333333,,0,6,17.3,8.350875660272413,-25.997888385229125
S 832,II:,29,298.625,-41.18333333333333,,0,5,17.1,358.7016671919831,-28.831822099960068
S 833,II-III,15,301.07499999999993,-83.1,,0,5,17.1,310.43519773516925,-29.084812721554787
S 834,II,26,299.45,-34.78333333333333,,0,5,17.1,5.947914878663318,-27.95891547043334
S 835,II,15,299.625,-52.61666666666667,.0470,0,4,15.7,345.75325041199676,-31.210799868818352
S 836,I,-1,299.49999999999994,-32.65,,0,3,14.9,8.281221383284985,-27.425534683313497
S 837,II:,13,301.72499999999997,-83.33333333333333,,0,5,17.1,310.1545231189775,-29.09829363925935
S 838,I-II:,131,300.07499999999993,-38.833333333333336,,3,6,17.3,1.6014564105018014,-29.41388514850854
S 839,I-II:,17,300.325,-52.916666666666664,.0426,0,3,15.3,345.4419341908543,-31.656700691603895
S 840,I-II:,15,300.84999999999997,-55.95,.0152,0,1,13.9,341.89316614860513,-32.12144471718783
S 841,II,76,301.4,-65.61666666666666,,1,6,17.3,330.46787901050425,-32.150361390461846
S 842,III,155,301.275,-39.266666666666666,,3,6,17.3,1.3391668455806456,-30.416151267591
S 843,II:,88,301.675,-66.18333333333334,,2,6,17.3,329.78931480238856,-32.212686906872435
S 844,I-II,14,301.84999999999997,-53.13333333333333,.0405,0,4,16.3,345.2528700152033,-32.585458343850796
S 845,III,23,301.8999999999999,-52.56666666666667,,0,5,17.1,345.926356780667,-32.585858760674036
S 846,III,29,302.09999999999997,-64.75,,0,5,17.2,331.4611582789092,-32.51509117637288
S 847,III,23,301.94999999999993,-31.433333333333334,,0,5,17.1,10.256498680255815,-29.08865879539877
S 848,II,11,302.07499999999993,-35.4,,0,5,17.2,5.870844915330698,-30.19245034512189
S 849,I-II,10,302.275,-54.38333333333333,,0,5,16.5,343.77989923588433,-32.886238561038596
S 850,II-III,6,302.5,-53.96666666666667,,0,5,17.0,344.28098208636607,-33.00511972293584
S 851,I,6,302.47499999999997,-48.38333333333333,.0100,0,1,13.5,350.9116681703303,-32.63772080602225
S 852,I-II,2,302.575,-34.016666666666666,,0,5,16.8,7.539112451561055,-30.2618341810734
S 853,II,-6,302.72499999999997,-47.2,,0,5,17.1,352.33015702461336,-32.68720941331233
S 854,II,24,302.84999999999997,-56.733333333333334,.0536,0,4,15.7,340.980792144292,-33.24056071057321
S 855,I-II,26,302.65,-31.9,,0,5,17.2,9.922805015211992,-29.7874264714765
S 856,II,27,303.15,-65.23333333333333,,0,5,17.2,330.8391677536572,-32.911006557180336
