,RAhour,DEdeg,radius,d
1375,10.031,-49.585,0.12,2795.0
1376,10.032,-60.11,0.345,944.0
1377,10.0535,-58.125,0.13,3973.0
1378,10.0535,-64.795,0.085,5168.0
1379,10.065,-32.05,0.07,1182.0
1380,10.065,-59.295,0.085,1940.0
1381,10.076,-55.41,0.12,1671.0
1382,10.0767,-55.857,0.077,1863.0
1383,10.0817,-61.6,0.12,3884.0
1384,10.0872,-55.805,0.093,786.0
1385,10.093,-35.365,0.115,1759.0
1386,10.0965,-36.91,0.155,1703.0
1387,10.109,-60.3,0.16,1435.0
1388,10.1045,-51.595,0.12,5823.0
1389,10.1089,-57.414,0.085,3258.0
1390,10.11,-60.5,0.11,1412.0
1391,10.1177,-31.995,0.17,2154.0
1392,10.129,-36.493,0.195,1606.0
1393,10.1335,-59.195,0.1,1602.0
1394,10.1385,-64.38,0.32,797.0
1395,10.153,-61.26,0.24,976.0
1396,10.1495,-57.285,0.095,4153.0
1397,10.159,-28.358,0.155,1819.0
1398,10.182,-66.7,0.215,1483.0
1399,10.184,-56.587,0.115,2628.0
1400,10.203,-58.06,0.105,1928.0
1401,10.2278,-59.021,0.07,1634.0
1402,10.2326,-29.168,0.155,1370.0
1403,10.2465,-64.59,0.075,9548.0
1404,10.2505,-54.97,0.31,564.0
1405,10.258,-50.71,0.08,5254.0
1406,10.2605,-60.31,0.075,1669.0
1407,10.2705,-34.36,0.145,2340.0
1408,10.283,-58.695,0.15,749.0
1409,10.2936,-46.412,0.24,4904.0
1410,10.3164,-56.17,0.085,2710.0
1411,10.3133,-63.137,0.13,1876.0
1412,10.3187,-56.423,0.12,1282.0
1413,10.3195,-58.045,0.06,3492.0
1414,10.341,-57.675,0.33,509.0
1415,10.357,-51.73,0.18,573.0
1416,10.3575,-54.445,0.085,5877.0
1417,10.361,-69.348,0.1,1983.0
1418,10.3783,-59.495,0.09,2025.0
1419,10.3865,-54.84,0.125,1184.0
1420,10.3945,-69.825,0.12,3494.0
1421,10.3967,-60.133,0.16,2070.0
1422,10.399,-57.76,0.075,4469.0
1423,10.413,-69.07,0.14,1871.0
1424,10.431,-57.915,0.14,1465.0
1425,10.4443,-60.682,0.14,3162.0
1426,10.46,-57.64,0.165,2221.0
1427,10.4815,-58.805,0.3,619.0
1428,10.4738,-58.135,0.155,750.0
1429,10.464,-60.7,0.18,1415.0
1430,10.4855,-60.745,0.085,4583.0
1431,10.488,-60.983,0.105,4078.0
1432,10.4885,-56.78,0.185,626.0
1433,10.491,-57.425,0.058,2565.0
1434,10.5045,-54.04,0.14,570.0
1435,10.5095,-59.855,0.115,1376.0
1436,10.5155,-53.865,0.1,3084.0
1437,10.5247,-58.034,0.1,6057.0
1438,10.5265,-55.15,0.11,4569.0
1439,10.529,-58.25,0.14,2682.0
1440,10.539,-56.695,0.145,2430.0
1441,10.5455,-61.62,0.1,3438.0
1442,10.5505,-59.615,0.06,3189.0
1443,10.5525,-58.482,0.17,1122.0
1444,10.578,-58.13,0.1,3015.0
1445,10.595,-60.13,0.17,940.0
1446,10.597,-58.23,0.135,2441.0
1447,10.5989,-58.733,0.115,1330.0
1448,10.6025,-61.837,0.125,1876.0
1449,10.6155,-58.75,0.085,1789.0
1450,10.622,-58.635,0.15,2361.0
1451,10.631,-59.125,0.34,517.0
1452,10.646,-54.115,0.145,1250.0
1453,10.649,-69.035,0.14,2695.0
1454,10.666,-43.124,0.19,2473.0
1455,10.6665,-59.19,0.1,4430.0
1456,10.6903,-55.3,0.11,7075.0
1457,10.7045,-65.095,0.23,1999.0
1458,10.696,-64.4,1.48,151.0
1459,10.7075,-59.115,0.18,2017.0
1460,10.7086,-63.157,0.09,5308.0
1461,10.722,-61.17,0.35,384.0
1462,10.7322,-60.087,0.28,2358.0
1463,10.732,-59.555,0.13,2248.0
1464,10.7442,-59.36,0.16,2120.0
1465,10.754,-59.72,0.11,2671.0
1466,10.7695,-56.84,0.15,1702.0
1467,10.7875,-60.083,0.195,2261.0
1468,10.794,-57.47,0.135,1095.0
1469,10.8005,-29.395,0.11,2409.0
1470,10.841,-56.42,0.265,819.0
1471,10.851,-60.085,0.165,2322.0
1472,10.8715,-45.125,0.205,2001.0
1473,10.8772,-54.265,0.125,3137.0
1474,10.8819,-59.46,0.085,2918.0
1475,10.8805,-62.305,0.135,3019.0
1476,10.892,-61.7,0.155,2211.0
1477,10.8945,-58.245,0.16,973.0
1478,10.9039,-61.733,0.052,4372.0
1479,10.932,-60.415,0.15,2686.0
1480,10.941,-59.223,0.11,2194.0
1481,10.9422,-63.017,0.09,2577.0
1482,10.956,-61.12,0.2,823.0
1483,10.956,-61.725,0.145,2485.0
1484,10.9735,-59.053,0.07,1751.0
1485,10.9836,-59.483,0.075,3600.0
1486,10.9903,-59.535,0.075,6702.0
1487,10.9935,-60.34,0.18,1359.0
1488,11.0155,-45.34,0.15,3162.0
1489,11.017,-60.23,0.045,5801.0
1490,11.018,-59.875,0.17,2255.0
1491,11.051,-60.915,0.19,1700.0
1492,11.07,-61.37,0.135,1619.0
1493,11.0815,-67.943,0.09,3019.0
1494,11.0925,-61.255,0.06,4129.0
1495,11.0936,-62.485,0.055,3740.0
1496,11.099,-61.12,0.18,1939.0
1497,11.097,-58.73,0.425,454.0
1498,11.1053,-61.243,0.07,5594.0
1499,11.112,-59.82,0.2,1414.0
1500,11.121,-61.46,0.085,1879.0
1501,11.1353,-26.717,0.18,1338.0
1502,11.06,-77.34,0.36,380.0
1503,11.146,-60.705,0.1,4231.0
1504,11.1535,-65.06,0.13,2241.0
1505,11.152,-63.83,0.18,2634.0
1506,11.153,-53.5,0.105,3708.0
1507,11.162,-60.57,0.105,765.0
1508,11.1635,-59.1,0.06,5246.0
1509,11.1735,-60.25,0.12,1997.0
1510,11.1755,-59.033,0.125,1697.0
1511,11.179,-60.385,0.11,1920.0
1512,11.183,-61.125,0.22,1934.0
1513,11.189,-61.29,0.1,2187.0
1514,11.193,-60.665,0.16,1422.0
1515,11.1935,-60.39,0.09,2554.0
1516,11.203,-21.34,0.25,1268.0
1517,11.204,-60.765,0.08,1664.0
1518,11.2172,-60.775,0.165,1660.0
1519,11.2165,-58.88,0.145,1577.0
1520,11.226,-55.44,0.2,1032.0
1521,11.2307,-64.477,0.125,4465.0
1522,11.2375,-57.535,0.215,1968.0
1523,11.2475,-44.33,0.165,2662.0
1524,11.2565,-61.25,0.085,7158.0
1525,11.2717,-60.245,0.085,2208.0
1526,11.274,-61.485,0.055,7511.0
1527,11.291,-62.74,0.195,1224.0
1528,11.3095,-53.79,0.16,3280.0
1529,11.3281,-65.217,0.07,13797.0
1530,11.328,-63.475,0.16,2202.0
1531,11.3395,-56.817,0.095,3336.0
1532,11.3525,-58.215,0.107,1791.0
1533,11.3665,-52.255,0.165,3001.0
1534,11.378,-62.32,0.14,2863.0
1535,11.375,-58.53,0.115,1221.0
1536,11.385,-75.015,0.11,3575.0
1537,11.4095,-58.95,0.125,5254.0
1538,11.427,-43.235,0.19,946.0
1539,11.464,-68.735,0.14,1825.0
1540,11.4625,-58.51,0.1,2511.0
1541,11.4812,-63.105,0.07,1777.0
1542,11.509,-63.48,0.23,2932.0
1543,11.514,-60.75,0.15,1297.0
1544,11.515,-58.48,0.11,1208.0
1545,11.5277,-57.623,0.12,1639.0
1546,11.539,-60.705,0.18,1513.0
1547,11.55,-77.825,0.15,1561.0
1548,11.5635,-63.285,0.07,2273.0
1549,11.6035,-62.95,0.2,2098.0
1550,11.605,-61.615,0.23,1685.0
1551,11.616,-62.723,0.115,1538.0
1552,11.635,-63.338,0.165,2937.0
1553,11.6535,-63.51,0.17,2796.0
1554,11.691,-61.01,0.22,1500.0
1555,11.693,-62.425,0.105,1687.0
1556,11.704,-62.51,0.125,1380.0
1557,11.7275,-61.155,0.08,1634.0
1558,11.73,-62.52,0.17,2454.0
1559,11.7345,-45.925,0.17,2020.0
1560,11.7365,-61.058,0.1,1560.0
1561,11.743,-67.085,0.165,2879.0
1562,11.745,-45.66,0.18,1389.0
1563,11.7583,-62.433,0.115,2569.0
1564,11.7658,-65.555,0.077,4494.0
1565,11.7835,-62.65,0.14,4416.0
1566,11.809,-62.285,0.08,1274.0
1567,11.8215,-62.225,0.1,2382.0
1568,11.835,-48.21,0.17,1792.0
1569,11.836,-64.87,0.05,4532.0
1570,11.844,-55.67,0.17,1884.0
1571,11.8465,-62.15,0.125,1251.0
1572,11.864,-61.27,0.235,1634.0
1573,11.8915,-62.605,0.11,1920.0
1574,11.927,-58.39,0.14,1305.0
1575,11.9565,-62.71,0.09,1537.0
1576,11.981,-64.588,0.28,610.0
1577,12.02,-78.335,0.95,117.0
1578,12.021,-63.215,0.15,1210.0
1579,12.028,-64.1,0.1,2795.0
1580,12.0475,-60.92,0.3,920.0
1581,12.058,-63.86,0.21,719.0
1582,12.096,-62.617,0.155,2589.0
1583,12.105,-69.78,0.275,774.0
1584,12.111,-61.25,0.21,1659.0
1585,12.131,-59.3,0.19,1198.0
1586,12.1275,-65.185,0.105,4430.0
1587,12.1325,-60.69,0.185,703.0
1588,12.1487,-63.27,0.08,4564.0
1589,12.1595,-63.005,0.19,2856.0
1590,12.1684,18.543,0.06,19305.0
1591,12.172,-59.52,0.2,800.0
1592,12.226,-62.73,0.16,1609.0
1593,12.231,-56.785,0.125,3330.0
1594,12.2335,-63.59,0.045,5179.0
1595,12.247,-64.4,0.28,2652.0
1596,12.2575,-62.91,0.05,6976.0
1597,12.282,-58.417,0.115,1298.0
1598,12.289,-55.12,0.135,2630.0
1599,12.335,-81.51,0.2,2671.0
1600,12.3447,-64.775,0.245,826.0
1601,12.346,-67.53,0.235,1209.0
1602,12.354,-57.185,0.14,7354.0
1603,12.3645,-51.47,0.165,3414.0
1604,12.399,26.3,4.225,87.0
1605,12.3845,-59.665,0.205,1509.0
1606,12.4,-58.117,0.185,2874.0
1607,12.404,-61.87,0.205,2155.0
1608,12.4045,-56.165,0.125,4640.0
1609,12.412,-68.485,0.16,1239.0
1610,12.417,-60.445,0.115,2702.0
1611,12.4293,-72.659,0.33,5807.0
1612,12.436,-63.4,0.09,4430.0
1613,12.4385,-61.8,0.32,1423.0
1614,12.45,-64.067,0.18,1859.0
1615,12.454,-60.775,0.195,1278.0
1616,12.4645,-48.475,0.115,4467.0
1617,12.4745,-60.11,0.125,1659.0
1618,12.474,-56.43,0.09,2082.0
1619,12.479,-59.81,0.085,1036.0
1620,12.4765,-60.925,0.1,1250.0
1621,12.4755,-66.56,0.171,1828.0
1622,12.4885,-63.43,0.13,1963.0
1623,12.4935,-57.865,0.145,2255.0
1624,12.499,-64.79,0.14,1115.0
1625,12.5315,-46.477,0.17,1965.0
1626,12.5515,-60.93,0.18,1229.0
1627,12.568,-29.4,0.28,1585.0
1628,12.565,-61.575,0.195,1250.0
1629,12.583,-61.654,0.045,5417.0
1630,12.582,-80.95,0.17,3597.0
1631,12.601,-61.855,0.07,4569.0
1632,12.6022,-66.942,0.135,6915.0
1633,12.606,-67.25,0.245,650.0
1634,12.6265,-57.26,0.125,2304.0
1635,12.635,-68.367,0.235,2683.0
1636,12.633,-63.26,0.125,6017.0
1637,12.6445,-51.15,0.075,21213.0
1638,12.6565,-57.38,0.145,1015.0
1639,12.6578,-26.744,0.195,10296.0
1640,12.6625,-60.635,0.33,3311.0
1641,12.68,-58.41,0.195,2269.0
1642,12.705,-62.99,0.155,1308.0
1643,12.7265,-63.098,0.075,3078.0
1644,12.762,-81.258,0.18,1456.0
1645,12.787,-60.69,0.215,731.0
1646,12.812,-62.135,0.135,2368.0
1647,12.813,-63.728,0.085,1489.0
1648,12.8397,-61.582,0.07,2132.0
1649,12.855,-69.73,0.14,3047.0
1650,12.8845,-60.735,0.25,1527.0
1651,12.888,-67.17,0.11,5229.0
1652,12.894,-60.375,0.225,1971.0
1653,12.9075,-43.68,0.17,6310.0
1654,12.9158,-43.503,0.165,6271.0
1655,12.967,-64.96,0.105,2990.0
1656,12.9928,-70.877,0.205,6595.0
1657,13.003,-59.59,0.155,1106.0
1658,13.0185,-71.395,0.12,7702.0
1659,13.078,-64.545,0.11,1934.0
1660,13.1545,-77.135,0.195,7943.0
1661,13.1875,30.525,0.455,1015.0
1662,13.1888,-62.755,0.06,3360.0
1663,13.1942,-62.553,0.06,3298.0
1664,13.1985,-77.45,0.155,6213.0
1665,13.2,-65.3,0.16,1340.0
1666,13.2085,-62.708,0.05,1873.0
1667,13.215,-62.667,0.065,2231.0
1668,13.2153,18.168,0.25,17892.0
1669,13.2333,-62.402,0.11,2927.0
1670,13.242,-63.42,0.315,1662.0
1671,13.2545,-65.92,0.06,7241.0
1672,13.268,-60.065,0.17,860.0
1673,13.2745,-54.2,0.12,4784.0
1674,13.2742,17.7,0.15,17399.0
1675,13.3045,-67.075,0.115,1811.0
1676,13.3075,-62.665,0.065,2024.0
1677,13.313,-62.51,0.185,1630.0
1678,13.327,-56.18,0.125,7086.0
1679,13.3294,-64.95,0.075,1454.0
1680,13.3297,-56.351,0.14,1050.0
1681,13.352,-61.925,0.17,1278.0
1682,13.3636,-53.238,0.15,1213.0
1683,13.38,-73.575,0.13,3211.0
1684,13.3975,-66.16,0.21,1870.0
1685,13.3943,-63.638,0.1,1461.0
1686,13.391,-41.88,0.1,2818.0
1687,13.404,-59.81,0.22,2642.0
1688,13.4105,-62.495,0.18,703.0
1689,13.4255,-58.985,0.157,3602.0
1690,13.4465,-47.48,0.825,5199.0
1691,13.453,-59.03,0.14,1819.0
1692,13.4645,-62.33,0.155,2226.0
1693,13.488,-61.212,0.125,2059.0
1694,13.486,-71.265,0.11,3477.0
1695,13.498,-63.455,0.165,1404.0
1696,13.502,-64.2,0.11,2588.0
1697,13.5005,-58.73,0.115,5409.0
1698,13.5055,-61.335,0.205,2095.0
1699,13.518,-60.94,0.12,1727.0
1700,13.537,-62.8,0.16,1270.0
1701,13.537,-58.465,0.17,935.0
1702,13.5475,-60.455,0.075,1791.0
1703,13.564,-63.04,0.12,3258.0
1704,13.5715,-59.295,0.28,709.0
1705,13.573,-64.55,0.225,1797.0
1706,13.577,-62.417,0.12,1078.0
1707,13.5755,-60.213,0.125,1952.0
1708,13.5942,-68.113,0.155,4103.0
1709,13.597,-58.81,0.18,550.0
1710,13.609,-62.19,0.1,1093.0
1711,13.6155,-62.065,0.15,2309.0
1712,13.6315,-63.32,0.1,1537.0
1713,13.6336,-62.485,0.16,1764.0
1714,13.6335,-43.18,0.155,3020.0
1715,13.6614,-64.32,0.12,1423.0
1716,13.671,-61.73,0.065,3572.0
1717,13.6847,-60.197,0.095,1513.0
1718,13.689,-66.637,0.105,5087.0
1719,13.686,-59.225,1.0,246.0
1720,13.7015,-67.7,0.095,4015.0
1721,13.7032,28.377,0.44,10194.0
1722,13.7195,-63.16,0.14,1602.0
1723,13.7236,-63.0,0.13,2155.0
1724,13.7455,-62.892,0.16,1634.0
1725,13.7515,-60.23,0.155,949.0
1726,13.7545,-62.035,0.11,2628.0
1727,13.7615,-73.96,0.17,2436.0
1728,13.7741,-51.374,0.185,11711.0
1729,13.776,-62.925,0.215,1211.0
1730,13.7735,-59.2,0.21,1577.0
1731,13.7875,-62.4,0.16,2948.0
1732,13.804,-66.075,0.13,2204.0
1733,13.81,-61.455,0.195,2677.0
1734,13.8122,-64.695,0.12,5086.0
1735,13.8355,-50.667,0.12,2154.0
1736,13.8405,-59.945,0.11,1847.0
1737,13.8705,-66.405,0.22,1025.0
1738,13.8765,-63.405,0.57,491.0
1739,13.8935,-59.745,0.125,4028.0
1740,13.899,-61.87,0.26,1208.0
1741,13.905,-64.95,0.165,1481.0
1742,13.91,-65.335,0.14,1332.0
1743,13.9106,-41.768,0.175,3848.0
1744,13.9108,-31.95,0.1,3802.0
1745,13.915,-61.575,0.14,1184.0
1746,13.9175,-70.75,0.147,4239.0
1747,13.938,-61.75,0.12,1105.0
1748,13.9585,-42.87,0.16,2733.0
1749,13.9583,-59.58,0.13,1864.0
1750,13.9655,-69.365,0.1,4331.0
1751,13.9695,-61.75,0.155,2088.0
1752,13.985,-57.875,0.14,4167.0
1753,13.9895,-58.384,0.145,789.0
1754,13.991,-59.33,0.145,1711.0
1755,14.0,-62.15,0.155,1312.0
1756,14.0,-70.4,0.17,2221.0
1757,14.005,-49.765,0.145,4570.0
1758,14.011,-59.605,0.16,1949.0
1759,14.0733,-58.7,0.11,1063.0
1760,14.092,28.534,0.205,16003.0
1761,14.094,-67.475,0.185,1241.0
1762,14.097,-59.745,0.18,673.0
1763,14.1106,-58.12,0.155,3057.0
1764,14.126,-48.33,0.38,652.0
1765,14.144,-61.177,0.07,2120.0
1766,14.156,-59.725,0.21,1330.0
1767,14.18,-62.33,0.265,2041.0
1768,14.237,-57.86,0.14,1753.0
1769,14.257,-64.63,0.12,3274.0
1770,14.2644,-78.515,0.165,2473.0
1771,14.264,-59.12,0.135,1349.0
1772,14.3,-61.425,0.19,1226.0
1773,14.3062,-58.988,0.2,1609.0
1774,14.313,-56.89,0.195,586.0
1775,14.327,-65.432,0.085,1366.0
1776,14.3615,-72.085,0.155,5175.0
1777,14.4075,-61.33,0.2,932.0
1778,14.4167,-60.375,0.07,6581.0
1779,14.427,-54.8,0.135,808.0
1780,14.463,-59.63,0.115,2141.0
1781,14.476,-60.02,0.115,1458.0
1782,14.4865,-58.71,0.18,1388.0
1783,14.4937,-5.976,0.115,25214.0
1784,14.4965,-60.715,0.145,1769.0
1785,14.502,-58.215,0.15,1346.0
1786,14.51,-60.885,0.12,1978.0
1787,14.5155,-61.165,0.15,1614.0
1788,14.5389,-53.7,0.12,1850.0
1789,14.539,-35.82,0.135,1298.0
1790,14.5375,-56.895,0.115,6955.0
1791,14.5581,-62.017,0.095,1278.0
1792,14.5606,-49.165,0.115,1667.0
1793,14.5665,-61.347,0.125,1148.0
1794,14.577,-56.115,0.115,1469.0
1795,14.593,-56.615,0.245,625.0
1796,14.6,-59.98,0.14,1560.0
1797,14.6225,-29.395,0.15,1634.0
1798,14.661,-44.07,0.155,1953.0
1799,14.6601,-26.539,0.095,34992.0
1800,14.6755,-66.12,0.39,613.0
1801,14.6714,-60.372,0.115,5405.0
1802,14.693,-62.89,0.17,3412.0
1803,14.7006,-60.51,0.055,5276.0
1804,14.725,-57.567,0.115,1490.0
1805,14.739,-63.405,0.145,1819.0
1806,14.743,-64.74,0.14,1791.0
1807,14.7465,-59.142,0.11,2088.0
1808,14.7445,-61.715,0.26,2088.0
1809,14.7505,-59.833,0.065,4069.0
1810,14.75,-62.925,0.35,1783.0
1811,14.7815,-59.487,0.12,2282.0
1812,14.794,-66.39,0.37,501.0
1813,14.813,-54.485,0.21,1014.0
1814,14.845,-52.27,0.16,1535.0
1815,14.89,-60.485,0.145,2352.0
1816,14.8925,-52.673,0.15,2681.0
1817,14.9485,-83.445,0.185,1380.0
1818,14.949,-62.573,0.16,1764.0
1819,14.954,-64.945,0.085,1513.0
1820,15.0051,-82.214,0.14,18804.0
1821,15.02,-57.665,0.115,1148.0
1822,15.0297,-51.917,0.14,4844.0
1823,15.06,-57.68,0.1,1963.0
1824,15.0663,-33.068,0.14,32114.0
1825,15.0711,-45.55,0.07,1582.0
1826,15.0745,-54.39,0.55,794.0
1827,15.0935,-68.405,0.155,3241.0
1828,15.0883,-57.528,0.058,3391.0
1829,15.092,-55.595,0.11,1189.0
1830,15.1117,-56.517,0.105,912.0
1831,15.1285,-54.522,0.19,1434.0
1832,15.1675,-58.287,0.075,1535.0
1833,15.167,-58.426,0.062,1950.0
1834,15.176,-58.77,0.16,2056.0
1835,15.1915,-37.365,0.185,3066.0
1836,15.2535,-62.775,0.13,9537.0
1837,15.2564,-59.067,0.085,1501.0
1838,15.2681,-0.112,0.14,23195.0
1839,15.279,-59.655,0.11,1174.0
1840,15.2805,-58.34,0.105,4164.0
1841,15.2901,-21.01,0.285,12502.0
1842,15.3092,2.081,0.44,7501.0
1843,15.3145,-56.66,0.1,2049.0
1844,15.311,-60.63,0.51,871.0
1845,15.3494,-59.62,0.125,1562.0
1846,15.4125,-60.128,0.315,1281.0
1847,15.417,-35.635,0.145,1031.0
1848,15.4305,-64.82,0.14,3743.0
1849,15.4595,-54.517,0.135,1555.0
1850,15.4589,-41.05,0.095,1546.0
1851,15.4669,-50.673,0.2,7699.0
1852,15.474,-56.997,0.1,1505.0
1853,15.4765,-56.375,0.06,5240.0
1854,15.491,-51.255,0.26,715.0
1855,15.4967,-64.85,0.105,1274.0
1856,15.5555,-55.24,0.195,1369.0
1857,15.561,-58.135,0.14,6111.0
1858,15.564,-53.68,0.12,1478.0
1859,15.5845,-58.275,0.14,6206.0
1860,15.5913,-50.66,0.12,10596.0
1861,15.647,-59.253,0.115,2357.0
1862,15.6515,-50.051,0.1,18887.0
1863,15.6825,-52.46,0.185,1076.0
1864,15.6983,-56.65,0.16,1753.0
1865,15.6995,-54.98,0.115,1330.0
1866,15.705,-53.96,0.075,2422.0
1867,15.7275,-52.47,0.11,1390.0
1868,15.7675,-37.786,0.165,10517.0
1869,15.7708,-52.378,0.3,869.0
1870,15.7795,-50.995,0.16,850.0
1871,15.784,-64.412,0.21,800.0
1872,15.811,-50.215,0.075,1423.0
1873,15.824,-50.603,0.17,1608.0
1874,15.824,-28.583,0.14,4853.0
1875,15.834,-57.638,0.17,1106.0
1876,15.8345,-52.79,0.17,619.0
1877,15.8695,-56.467,0.1,1629.0
1878,15.896,-49.51,0.11,1113.0
1879,15.9025,-53.18,0.045,4204.0
1880,15.912,-52.48,0.17,1137.0
1881,15.9155,-60.745,0.2,884.0
1882,15.9185,-46.01,0.155,1513.0
1883,15.933,-57.44,0.13,1802.0
1884,15.959,-59.495,0.45,810.0
1885,15.958,-54.375,0.15,1893.0
1886,15.9635,-36.195,0.112,4785.0
1887,16.0145,-53.533,0.165,2194.0
1888,16.025,-54.117,0.1,2120.0
1889,16.0545,-60.4,0.345,763.0
1890,16.0815,-51.925,0.125,1771.0
1891,16.0935,-20.485,0.125,1546.0
1892,16.1056,-56.867,0.125,2088.0
1893,16.1065,-50.725,0.065,3358.0
1894,16.1275,-54.018,0.14,1278.0
1895,16.1272,-52.53,0.09,6497.0
1896,16.132,-39.35,0.105,7468.0
1897,16.158,-52.25,0.06,2087.0
1898,16.17,-52.135,0.055,2186.0
1899,16.176,-49.013,0.115,1076.0
1900,16.1747,-77.66,0.135,5666.0
1901,16.178,-53.75,0.16,2396.0
1902,16.1842,-55.314,0.095,8785.0
1903,16.1865,-51.525,0.115,2434.0
1904,16.2027,-51.475,0.06,7362.0
1905,16.2042,-52.046,0.075,2031.0
1906,16.2056,-51.771,0.12,3917.0
1907,16.216,-52.427,0.14,1948.0
1908,16.217,-50.39,0.12,2867.0
1909,16.22,-54.22,0.235,1793.0
1910,16.237,-51.865,0.13,2023.0
1911,16.244,-51.333,0.085,2686.0
1912,16.2503,-49.85,0.06,4362.0
1913,16.284,-22.976,0.17,10011.0
1914,16.2847,-50.792,0.07,6353.0
1915,16.2905,-31.2,0.13,8015.0
1916,16.3063,-40.22,0.09,2136.0
1917,16.312,-50.316,0.08,1258.0
1918,16.3155,-54.92,0.38,1441.0
1919,16.314,-57.94,0.32,889.0
1920,16.3181,-42.129,0.11,3481.0
1921,16.3235,-50.15,0.06,2053.0
1922,16.3344,-50.217,0.075,1338.0
1923,16.3406,-50.907,0.06,2240.0
1924,16.341,-50.695,0.045,5523.0
1925,16.3447,-48.517,0.1,1704.0
1926,16.3585,-50.01,0.05,5366.0
1927,16.39,-52.0,0.13,895.0
1928,16.3905,-49.545,0.055,4076.0
1929,16.3905,-51.88,0.08,937.0
1930,16.3931,-26.526,0.885,2199.0
1931,16.3945,-24.455,0.195,1762.0
1932,16.3975,-32.01,0.115,3393.0
1933,16.3994,-48.895,0.075,2820.0
1934,16.4045,-51.155,0.08,1220.0
1935,16.4085,-61.733,0.13,1561.0
1936,16.412,-51.94,0.14,974.0
1937,16.421,-40.65,0.455,559.0
1938,16.43,-72.202,0.125,15405.0
1939,16.4538,-26.024,0.155,8903.0
1940,16.4612,-38.849,0.13,10110.0
1941,16.4635,-49.155,0.22,892.0
1942,16.47,-51.51,0.13,1105.0
1943,16.4778,-35.353,0.16,8205.0
1944,16.484,-49.097,0.12,898.0
1945,16.483,-49.603,0.075,5163.0
1946,16.4858,-27.961,0.18,7468.0
1947,16.4933,-47.3,0.065,3178.0
1948,16.497,-49.752,0.14,1201.0
1949,16.507,-50.125,0.115,1623.0
1950,16.5175,-24.275,0.4,4350.0
1951,16.5422,-13.054,0.23,6397.0
1952,16.545,-52.64,0.19,1031.0
1953,16.5685,-44.016,0.11,1007.0
1954,16.578,-49.785,0.21,1216.0
1955,16.586,-48.3,0.115,1476.0
1956,16.5889,-50.99,0.115,2065.0
1957,16.5965,-45.625,0.19,1011.0
1958,16.607,-8.935,0.225,2107.0
1959,16.6097,-35.015,0.1,4298.0
1960,16.6345,-57.095,0.07,2466.0
1961,16.6355,-46.295,0.085,4101.0
1962,16.6355,-47.078,0.075,6764.0
1963,16.6475,-47.293,0.07,6667.0
1964,16.6571,-28.399,0.075,8308.0
1965,16.6675,-48.777,0.065,1449.0
1966,16.6708,-45.66,0.06,4526.0
1967,16.6725,-43.36,0.235,1619.0
1968,16.6733,-43.74,0.075,1790.0
1969,16.681,-16.03,0.115,4844.0
1970,16.6895,-48.755,0.23,1158.0
1971,16.6948,36.46,0.47,7107.0
1972,16.6965,-46.15,0.24,1239.0
1973,16.736,-47.465,0.24,2214.0
1974,16.7425,-47.655,0.14,1777.0
1975,16.7477,-58.86,0.09,4935.0
1976,16.7539,-72.831,0.115,1781.0
1977,16.7585,38.36,0.28,946.0
1978,16.76,-47.747,0.12,1750.0
1979,16.7675,-50.74,0.15,1872.0
1980,16.769,-47.02,0.145,1085.0
1981,16.775,-45.85,0.085,2069.0
1982,16.777,-47.09,0.075,2799.0
1983,16.783,47.528,0.165,30502.0
1984,16.7844,-45.833,0.085,7686.0
1985,16.785,-25.805,0.23,1266.0
1986,16.7873,-1.949,0.3,4797.0
1987,16.797,-45.49,0.235,806.0
1988,16.803,-45.35,0.05,1710.0
1989,16.8069,-61.75,0.09,1659.0
1990,16.8155,-43.428,0.075,3412.0
1991,16.8225,-44.72,0.14,3355.0
1992,16.823,-53.715,0.21,926.0
1993,16.8322,-44.205,0.115,1633.0
1994,16.841,-44.73,0.1,3308.0
1995,16.845,-39.08,0.14,4103.0
1996,16.859,-42.393,0.12,1844.0
1997,16.868,-34.946,0.07,2532.0
1998,16.87,-47.055,0.06,8831.0
1999,16.8765,-43.396,0.06,3798.0
2000,16.8904,-22.177,0.15,11495.0
2001,16.904,-41.83,0.4,1393.0
2002,16.906,-45.298,0.062,3490.0
2003,16.913,-40.715,0.18,965.0
2004,16.9165,-45.24,0.095,1327.0
2005,16.9185,-49.325,0.14,3584.0
2006,16.9197,-40.94,0.11,1130.0
2007,16.926,-39.46,0.215,1184.0
2008,16.929,-15.995,0.14,834.0
2009,16.935,-40.78,0.1,1841.0
2010,16.9357,-40.68,0.09,1536.0
2011,16.9403,-53.072,0.115,1629.0
2012,16.9444,-40.575,0.095,2910.0
2013,16.9525,-4.1,0.265,4405.0
2014,16.96,-44.8,0.19,1113.0
2015,16.966,-45.95,0.255,940.0
2016,16.9845,-33.16,0.11,6605.0
2017,16.9847,-52.7,0.18,1511.0
2018,16.9875,-40.12,0.075,2628.0
2019,16.9905,-42.575,0.085,7693.0
2020,16.9924,-37.121,0.12,10296.0
2021,16.9975,-0.533,0.07,44999.0
2022,17.008,-40.562,0.06,2382.0
2023,17.015,-44.69,0.17,1855.0
2024,17.0202,-30.114,0.21,6805.0
2025,17.0375,-58.97,0.5,738.0
2026,17.035,-38.865,0.125,1555.0
2027,17.0355,-26.782,0.105,4627.0
